season,district,site,field_lati,field_long,site_latit,site_longi,block_id,seed_id,seed_rate_,seed_cost_,yield_t_ha,EnvIndex_t,RelYield__,profit_USD,wi,slope,sipi91_432,sipi8,sipi7,savi9,savi81_432,savi7,npcri9,npcri8,nprci7,ndwi9,ndwi8,ndwi7,ndvi7,gci9,gci8,gci7,evi9,evi8,evi7,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,bsi9,bsi8,bsi7,bi8,bi7,aspect,arvi9,arvi8,arvi7,b1,b2,b3,b4,b5,b6,b7,b8,b9,b10,b11,b12,b13,b14,b15,b16,b17,b18,b19,b20,b21,b22,a1,a2,a3,a4,a5,a6,a7,a8,a9,a10,a11,a12,pca1,pca2,pca3,pca4,pca5,pca6,pca7,pca8,pca9,pca10
LR2018,Ndalu,Lungai,0.79346,34.90351,0.779332,34.90301,66384,scduma43,7.14,52,6.13,5.17,18.56867,1853.51,8.17617,1.99208,1.17647,1.13819,1.05267,0.39097,0.40051,1.05267,0.36652,0.34586,0.20721,-0.62884,-0.63295,-0.67705,0.76521,3.38849,3.44892,4.19293,0.38365,0.39576,0.54473,1424,2402,3133,3050,2858,2554,1375,755,695,350,1004,1890,3018,2794,2359,1161,2874,296,646,609,3526,308,679,469,890,1759,3749,3445,2986,1105,0.31421,0.16699,0.06731,0.29378,0.35571,125.53768,0.38493,0.44485,0.60687,-13.222,-8.57259,-13.71377,-8.50073,-14.7256,-8.27544,4.64942,1.54236,5.21304,5.21304,6.45016,1.77943,0,0,0,0,0,0,0,0,0,0,-13.222,-8.57259,-13.71377,-8.50073,-14.7256,-8.27544,4.64942,1.54236,5.21304,5.21304,6.45016,1.77943,9550,6238,3580,2548,2687,4022,1964,2024,401,782
LR2018,Ndalu,Lungai,0.777036,34.87883,0.779332,34.90301,66397,scduma43,6.66,49,4.87,4.765,2.203568,1436.48,7.44404,1.03594,1.35041,1.09419,1.07176,0.29191,0.41761,1.07176,0.3992,0.27138,0.2607,-0.54098,-0.63057,-0.67533,0.74238,2.35714,3.41369,4.16013,0.27347,0.42393,0.49785,2003,2865,2818,2773,2645,2364,1538,1055,826,453,997,1899,2984,2757,2417,1188,2838,294,643,513,3287,285,637,486,923,1781,3380,3231,2662,1089,0.29669,0.1131,0.09517,0.2884,0.33227,63.43495,0.20915,0.50649,0.57218,-12.90285,-9.94563,-14.6729,-8.55024,-15.21338,-9.73666,2.95722,1.29734,6.12266,6.12266,5.47672,1.56248,0,0,0,0,0,0,0,0,0,0,-12.90285,-9.94563,-14.6729,-8.55024,-15.21338,-9.73666,2.95722,1.29734,6.12266,6.12266,5.47672,1.56248,8870,6710,3751,2420,2015,4032,1809,2189,435,671
LR2018,Ndalu,Lungai,0.775179,34.90742,0.779332,34.90301,66438,scduma43,6.66,49,5.67,5.5125,2.857143,1699.876,6.56511,2.49357,1.25824,1.11621,1.07468,0.35222,0.39038,1.07468,0.34751,0.27059,0.23297,-0.52547,-0.57309,-0.64926,0.71672,2.2147,2.68484,3.70226,0.34717,0.39503,0.47248,1998,3004,3313,3324,3111,2731,1684,1109,1034,537,1143,2118,3179,2695,2452,1320,2771,341,752,594,3127,321,665,516,950,1777,3080,2969,2398,1062,0.35041,0.10848,0.11451,0.2834,0.31693,158.19859,0.27027,0.44744,0.53929,-13.34616,-10.094,-12.54109,-7.66941,-13.6065,-9.23726,3.25217,1.32219,4.87168,4.87168,4.36924,1.473,0,0,0,0,0,0,0,0,0,0,-13.34616,-10.094,-12.54109,-7.66941,-13.6065,-9.23726,3.25217,1.32219,4.87168,4.87168,4.36924,1.473,9091,7136,2908,2534,1839,3962,1868,1994,442,442
LR2018,Ndalu,Lungai,0.795806,34.89627,0.779332,34.90301,66474,scduma43,6.66,49,5.13,4.6625,10.02681,1524.271,8.36033,2.0712,1.2231,1.14306,1.07667,0.3681,0.37665,1.07667,0.34469,0.30382,0.23503,-0.52961,-0.54696,-0.61537,0.71281,2.25175,2.4146,3.19975,0.36417,0.37557,0.49107,1855,2982,3520,3255,3319,3064,1720,987,1001,481,1199,2210,3145,2897,2716,1336,2759,346,808,648,3322,345,791,557,1041,2020,3593,3343,2869,1259,0.34014,0.10322,0.06556,0.28341,0.33684,135,0.30858,0.41104,0.53399,-15.39945,-10.62223,-15.33299,-10.42143,-14.85725,-10.33172,4.77722,1.44974,4.91156,4.91156,4.52553,1.43802,0,0,0,0,0,0,0,0,0,0,-15.39945,-10.62223,-15.33299,-10.42143,-14.85725,-10.33172,4.77722,1.44974,4.91156,4.91156,4.52553,1.43802,10620,7502,3042,2669,2340,4145,1628,2076,261,544
LR2018,Ndalu,Lungai,0.789952,34.90271,0.779332,34.90301,66762,scduma43,7.14,52,3.5,3.37,3.857567,986.5052,6.50814,3.65802,1.26841,1.07878,1.05246,0.33519,0.47703,1.05246,0.36516,0.22786,0.18536,-0.56396,-0.63375,-0.64664,0.74881,2.58678,3.46076,3.66,0.32445,0.50765,0.53756,1595,2439,2951,3038,2841,2391,1411,1015,847,472,903,1786,3215,2806,2534,1151,3524,388,790,617,3495,345,750,502,806,1674,3389,3392,2747,1030,0.32031,0.11978,0.06074,0.35776,0.35309,164.74489,0.26715,0.5204,0.58547,-13.06748,-9.08555,-14.72586,-9.54386,-14.27829,-7.37127,3.98193,1.43827,5.182,5.182,6.90702,1.93702,0,0,0,0,0,0,0,0,0,0,-13.06748,-9.08555,-14.72586,-9.54386,-14.27829,-7.37127,3.98193,1.43827,5.182,5.182,6.90702,1.93702,10674,6061,3311,2163,2142,3779,1444,1968,550,634
LR2018,Ndalu,Lungai,0.795557,34.90116,0.779332,34.90301,66772,scduma43,5.33,39,5.35,5.2575,1.759391,1595.625,6.78988,1.99208,1.15853,1.10551,1.05841,0.37839,0.39433,1.05841,0.32947,0.28974,0.2129,-0.58073,-0.61477,-0.67429,0.75033,2.77025,3.19176,4.14041,0.37436,0.39417,0.51076,1532,2547,2897,2839,2653,2420,1307,688,753,347,1063,1928,2708,2382,2122,1067,2645,277,631,503,3295,305,641,470,897,1789,3218,2998,2432,974,0.29212,0.1056,0.09463,0.26924,0.33284,54.46232,0.39676,0.48778,0.5859,-14.95587,-10.2565,-14.65283,-9.04775,-12.56492,-10.20086,4.69936,1.45818,5.60509,5.60509,2.36407,1.23175,0,0,0,0,0,0,0,0,0,0,-14.95587,-10.2565,-14.65283,-9.04775,-12.56492,-10.20086,4.69936,1.45818,5.60509,5.60509,2.36407,1.23175,8551,6176,3294,2467,2519,4211,1640,2001,456,584
LR2018,Ndalu,Lungai,0.772367,34.89923,0.779332,34.90301,66804,scduma43,5.33,39,5.3,5.1275,3.364213,1579.14,5.96399,4.54202,1.42925,1.2607,1.07217,0.27059,0.29333,1.07217,0.37199,0.39612,0.21618,-0.48043,-0.56599,-0.63194,0.71123,1.84934,2.60822,3.43385,0.25656,0.27426,0.47176,2763,3786,3371,3026,3019,2759,2054,1337,1062,612,1255,2048,2263,1964,1747,1113,2284,311,633,719,3117,339,703,526,970,1839,3285,3043,2527,1057,0.33082,0.23873,0.10332,0.23945,0.31611,165.25644,0.15272,0.28688,0.53327,-13.31479,-7.96478,-13.33321,-10.19872,-16.10997,-9.30312,5.35001,1.67171,3.13448,3.13448,6.80686,1.73167,0,0,0,0,0,0,0,0,0,0,-13.31479,-7.96478,-13.33321,-10.19872,-16.10997,-9.30312,5.35001,1.67171,3.13448,3.13448,6.80686,1.73167,8013,7888,3299,3628,2113,4130,1722,2139,537,538
LR2018,Ndalu,Lungai,0.773813,34.8995,0.779332,34.90301,66823,scduma43,6.66,49,4.58,4.445,3.03712,1343.203,7.31286,1.18111,1.13238,1.21822,1.07692,0.43016,0.35214,1.07692,0.31153,0.36013,0.25768,-0.62005,-0.55276,-0.65895,0.72704,3.26384,2.47186,3.86416,0.43759,0.34239,0.49884,1368,2328,3518,3313,3221,2733,1184,722,777,379,1135,2031,3228,3039,2604,1178,2899,398,835,846,3366,314,692,532,964,1834,3551,3355,2780,1084,0.33908,0.19673,0.10013,0.30199,0.34078,78.69007,0.43769,0.32171,0.55143,-13.80874,-8.06606,-13.17933,-8.27218,-13.6481,-9.82428,5.74268,1.71196,4.90715,4.90715,3.82383,1.38922,0,0,0,0,0,0,0,0,0,0,-13.80874,-8.06606,-13.17933,-8.27218,-13.6481,-9.82428,5.74268,1.71196,4.90715,4.90715,3.82383,1.38922,9121,6783,3156,2590,2642,4028,1929,1857,517,624
LR2018,Ndalu,Lungai,0.770393,34.8999,0.779332,34.90301,70129,scduma43,4.44,32,6.75,6.6675,1.237345,2056.55,7.15636,4.137,1.17463,1.0652,1.06548,0.38894,0.44232,1.06548,0.34242,0.26123,0.28058,-0.5891,-0.67086,-0.7188,0.76991,2.86733,4.0765,5.1125,0.38565,0.44939,0.52363,2081,2998,3129,3090,2805,2590,1522,788,799,386,997,1874,2844,2527,2192,1008,2787,222,549,379,3423,250,560,445,908,1791,3441,3178,2537,933,0.31889,0.04522,0.10757,0.28127,0.34518,333.43494,0.37609,0.59756,0.60991,-13.67653,-8.84701,-13.21817,-7.95996,-15.39674,-8.45317,4.82952,1.54589,5.25821,5.25821,6.94357,1.82142,0,0,0,0,0,0,0,0,0,0,-13.67653,-8.84701,-13.21817,-7.95996,-15.39674,-8.45317,4.82952,1.54589,5.25821,5.25821,6.94357,1.82142,9336,6536,3679,2587,2068,4276,1665,2222,543,728
LR2018,Ndalu,Lungai,0.784334,34.89412,0.779332,34.90301,70136,scduma43,6.66,49,5.2,5.03,3.379722,1546.218,8.13719,3.65802,1.15546,1.06069,1.05511,0.36969,0.45553,1.05511,0.33403,0.22111,0.24128,-0.5855,-0.65483,-0.69176,0.7791,2.82504,3.79421,4.48851,0.36316,0.47288,0.5521,1712,2635,2797,2689,2544,2310,1363,637,703,318,874,1733,3048,2846,2407,1034,2982,273,622,428,3584,272,653,445,845,1702,3652,3515,2788,952,0.27634,0.05971,0.04672,0.30126,0.36115,18.43495,0.40481,0.58356,0.62495,-14.74474,-8.12406,-13.66923,-8.93553,-15.01116,-10.21433,6.62069,1.81495,4.7337,4.7337,4.79683,1.46962,0,0,0,0,0,0,0,0,0,0,-14.74474,-8.12406,-13.66923,-8.93553,-15.01116,-10.21433,6.62069,1.81495,4.7337,4.7337,4.79683,1.46962,9723,6447,3778,2191,2369,4154,1829,1912,328,585
LR2018,Ndalu,Lungai,0.788612,34.90784,0.779332,34.90301,71432,scduma43,7.14,52,4.4,4.385,0.342075,1282.823,6.5399,5.10418,1.45632,1.09087,1.08537,0.24335,0.44749,1.08537,0.41579,0.25813,0.30914,-0.50658,-0.5971,-0.66327,0.73446,2.05335,2.96406,3.93944,0.22214,0.4639,0.47512,1931,2788,2949,2461,2824,2478,1577,1076,806,444,1168,2042,3143,2838,2492,1250,3199,342,807,580,3181,257,644,487,1152,1910,3072,2931,2443,1071,0.26859,0.06651,0.07205,0.32512,0.32181,185.19443,0.1489,0.50649,0.55848,-14.37699,-8.26555,-14.20458,-10.12189,-14.19068,-8.69868,6.11145,1.73939,4.08268,4.08268,5.492,1.63136,0,0,0,0,0,0,0,0,0,0,-14.37699,-8.26555,-14.20458,-10.12189,-14.19068,-8.69868,6.11145,1.73939,4.08268,4.08268,5.492,1.63136,9327,6781,3399,2240,1957,3880,1780,2060,456,528
